pizza_id,order_id,pizza_name_id,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_ingredients,pizza_name
2493,4709,veggie_s,1,28-01-2024,14:12:00,9,9,S,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2494,4710,veggie_m,2,24-01-2024,13:36:00,12,24,M,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2495,4710,hawaiian_m,3,24-01-2024,13:36:00,12,36,M,Classic,Ham|Pineapple,Hawaiian Pizza
2496,4711,margherita_m,1,10-01-2024,14:26:00,12,12,M,Classic,Tomato|Cheese,Margherita Pizza
2497,4711,bbq_ckn_s,1,10-01-2024,14:26:00,11,11,S,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
2498,4712,veggie_l,3,14-01-2024,18:22:00,15,45,L,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2499,4712,margherita_l,3,14-01-2024,18:22:00,15,45,L,Classic,Tomato|Cheese,Margherita Pizza
2500,4712,bbq_ckn_s,2,14-01-2024,18:22:00,11,22,S,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
2501,4712,veggie_m,3,14-01-2024,18:22:00,12,36,M,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2502,4712,margherita_l,3,14-01-2024,18:22:00,15,45,L,Classic,Tomato|Cheese,Margherita Pizza
2503,4712,veggie_s,3,14-01-2024,18:22:00,9,27,S,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2504,4713,veggie_l,2,01-01-2024,20:00:00,15,30,L,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2505,4714,veggie_m,1,09-01-2024,12:05:00,12,12,M,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2506,4714,veggie_l,3,09-01-2024,12:05:00,15,45,L,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2507,4714,bbq_ckn_m,3,09-01-2024,12:05:00,14,42,M,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
2508,4714,veggie_s,1,09-01-2024,12:05:00,9,9,S,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2509,4714,bbq_ckn_l,1,09-01-2024,12:05:00,17,17,L,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
2510,4715,pepperoni_l,1,15-01-2024,16:52:00,15,15,L,Classic,Pepperoni|Cheese,Pepperoni Pizza
2511,4715,margherita_l,2,15-01-2024,16:52:00,15,30,L,Classic,Tomato|Cheese,Margherita Pizza
2512,4715,margherita_l,3,15-01-2024,16:52:00,15,45,L,Classic,Tomato|Cheese,Margherita Pizza
2513,4715,veggie_s,2,15-01-2024,16:52:00,9,18,S,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2514,4716,veggie_l,3,31-01-2024,17:39:00,15,45,L,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2515,4716,bbq_ckn_m,1,31-01-2024,17:39:00,14,14,M,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
2516,4716,margherita_s,2,31-01-2024,17:39:00,9,18,S,Classic,Tomato|Cheese,Margherita Pizza
2517,4716,hawaiian_l,2,31-01-2024,17:39:00,15,30,L,Classic,Ham|Pineapple,Hawaiian Pizza
2518,4716,pepperoni_s,1,31-01-2024,17:39:00,9,9,S,Classic,Pepperoni|Cheese,Pepperoni Pizza
2519,4716,pepperoni_l,2,31-01-2024,17:39:00,15,30,L,Classic,Pepperoni|Cheese,Pepperoni Pizza
2520,4717,veggie_m,1,31-01-2024,18:05:00,12,12,M,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2521,4718,hawaiian_m,2,02-01-2024,20:30:00,12,24,M,Classic,Ham|Pineapple,Hawaiian Pizza
2522,4718,bbq_ckn_l,1,02-01-2024,20:30:00,17,17,L,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
2523,4719,hawaiian_m,2,02-01-2024,19:35:00,12,24,M,Classic,Ham|Pineapple,Hawaiian Pizza
2524,4719,hawaiian_l,1,02-01-2024,19:35:00,15,15,L,Classic,Ham|Pineapple,Hawaiian Pizza
2525,4720,veggie_m,2,08-01-2024,20:35:00,12,24,M,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2526,4721,margherita_m,1,25-01-2024,11:47:00,12,12,M,Classic,Tomato|Cheese,Margherita Pizza
2527,4721,margherita_l,3,25-01-2024,11:47:00,15,45,L,Classic,Tomato|Cheese,Margherita Pizza
2528,4721,hawaiian_l,1,25-01-2024,11:47:00,15,15,L,Classic,Ham|Pineapple,Hawaiian Pizza
2529,4722,hawaiian_s,3,31-01-2024,18:48:00,9,27,S,Classic,Ham|Pineapple,Hawaiian Pizza
2530,4722,margherita_s,3,31-01-2024,18:48:00,9,27,S,Classic,Tomato|Cheese,Margherita Pizza
2531,4722,hawaiian_l,1,31-01-2024,18:48:00,15,15,L,Classic,Ham|Pineapple,Hawaiian Pizza
2532,4722,pepperoni_l,1,31-01-2024,18:48:00,15,15,L,Classic,Pepperoni|Cheese,Pepperoni Pizza
2533,4723,bbq_ckn_l,2,06-01-2024,17:10:00,17,34,L,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
2534,4723,margherita_m,3,06-01-2024,17:10:00,12,36,M,Classic,Tomato|Cheese,Margherita Pizza
2535,4724,bbq_ckn_m,1,21-01-2024,13:37:00,14,14,M,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
2536,4725,veggie_s,1,15-01-2024,14:26:00,9,9,S,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2537,4726,margherita_s,1,10-01-2024,16:49:00,9,9,S,Classic,Tomato|Cheese,Margherita Pizza
2538,4726,bbq_ckn_m,3,10-01-2024,16:49:00,14,42,M,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
2539,4726,veggie_m,3,10-01-2024,16:49:00,12,36,M,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2540,4726,pepperoni_s,3,10-01-2024,16:49:00,9,27,S,Classic,Pepperoni|Cheese,Pepperoni Pizza
2541,4727,veggie_m,2,05-01-2024,14:53:00,12,24,M,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2542,4727,veggie_l,3,05-01-2024,14:53:00,15,45,L,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2543,4727,bbq_ckn_s,2,05-01-2024,14:53:00,11,22,S,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
2544,4727,pepperoni_s,3,05-01-2024,14:53:00,9,27,S,Classic,Pepperoni|Cheese,Pepperoni Pizza
2545,4728,bbq_ckn_m,2,03-01-2024,12:11:00,14,28,M,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
2546,4728,pepperoni_m,1,03-01-2024,12:11:00,12,12,M,Classic,Pepperoni|Cheese,Pepperoni Pizza
2547,4728,veggie_s,3,03-01-2024,12:11:00,9,27,S,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2548,4728,pepperoni_l,1,03-01-2024,12:11:00,15,15,L,Classic,Pepperoni|Cheese,Pepperoni Pizza
2549,4728,margherita_m,2,03-01-2024,12:11:00,12,24,M,Classic,Tomato|Cheese,Margherita Pizza
2550,4729,bbq_ckn_l,3,28-01-2024,20:26:00,17,51,L,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
2551,4729,bbq_ckn_m,1,28-01-2024,20:26:00,14,14,M,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
2552,4729,bbq_ckn_l,3,28-01-2024,20:26:00,17,51,L,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
2553,4729,pepperoni_l,2,28-01-2024,20:26:00,15,30,L,Classic,Pepperoni|Cheese,Pepperoni Pizza
2554,4730,margherita_l,3,29-01-2024,14:30:00,15,45,L,Classic,Tomato|Cheese,Margherita Pizza
2555,4730,veggie_l,2,29-01-2024,14:30:00,15,30,L,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2556,4730,veggie_s,2,29-01-2024,14:30:00,9,18,S,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2557,4730,hawaiian_s,3,29-01-2024,14:30:00,9,27,S,Classic,Ham|Pineapple,Hawaiian Pizza
2558,4731,pepperoni_l,3,24-01-2024,17:39:00,15,45,L,Classic,Pepperoni|Cheese,Pepperoni Pizza
2559,4731,bbq_ckn_s,1,24-01-2024,17:39:00,11,11,S,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
2560,4731,margherita_l,2,24-01-2024,17:39:00,15,30,L,Classic,Tomato|Cheese,Margherita Pizza
2561,4732,pepperoni_s,1,25-01-2024,16:48:00,9,9,S,Classic,Pepperoni|Cheese,Pepperoni Pizza
2562,4732,margherita_l,2,25-01-2024,16:48:00,15,30,L,Classic,Tomato|Cheese,Margherita Pizza
2563,4732,pepperoni_m,3,25-01-2024,16:48:00,12,36,M,Classic,Pepperoni|Cheese,Pepperoni Pizza
2564,4732,veggie_l,1,25-01-2024,16:48:00,15,15,L,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2565,4732,hawaiian_m,2,25-01-2024,16:48:00,12,24,M,Classic,Ham|Pineapple,Hawaiian Pizza
2566,4733,hawaiian_s,3,12-01-2024,19:39:00,9,27,S,Classic,Ham|Pineapple,Hawaiian Pizza
2567,4733,hawaiian_m,2,12-01-2024,19:39:00,12,24,M,Classic,Ham|Pineapple,Hawaiian Pizza
2568,4733,margherita_l,1,12-01-2024,19:39:00,15,15,L,Classic,Tomato|Cheese,Margherita Pizza
2569,4733,veggie_m,1,12-01-2024,19:39:00,12,12,M,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2570,4733,margherita_l,3,12-01-2024,19:39:00,15,45,L,Classic,Tomato|Cheese,Margherita Pizza
2571,4733,margherita_l,1,12-01-2024,19:39:00,15,15,L,Classic,Tomato|Cheese,Margherita Pizza
2572,4734,margherita_l,1,10-01-2024,16:06:00,15,15,L,Classic,Tomato|Cheese,Margherita Pizza
2573,4734,veggie_l,3,10-01-2024,16:06:00,15,45,L,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2574,4734,pepperoni_s,2,10-01-2024,16:06:00,9,18,S,Classic,Pepperoni|Cheese,Pepperoni Pizza
2575,4735,bbq_ckn_m,1,07-01-2024,20:56:00,14,14,M,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
2576,4735,pepperoni_l,2,07-01-2024,20:56:00,15,30,L,Classic,Pepperoni|Cheese,Pepperoni Pizza
2577,4735,veggie_s,1,07-01-2024,20:56:00,9,9,S,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2578,4735,hawaiian_m,1,07-01-2024,20:56:00,12,12,M,Classic,Ham|Pineapple,Hawaiian Pizza
2579,4735,veggie_s,2,07-01-2024,20:56:00,9,18,S,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2580,4736,margherita_m,3,22-01-2024,17:18:00,12,36,M,Classic,Tomato|Cheese,Margherita Pizza
2581,4737,veggie_m,3,25-01-2024,19:51:00,12,36,M,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2582,4737,veggie_l,2,25-01-2024,19:51:00,15,30,L,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2583,4737,veggie_l,2,25-01-2024,19:51:00,15,30,L,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2584,4737,veggie_s,1,25-01-2024,19:51:00,9,9,S,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2585,4737,margherita_s,2,25-01-2024,19:51:00,9,18,S,Classic,Tomato|Cheese,Margherita Pizza
2586,4738,margherita_l,1,05-01-2024,18:48:00,15,15,L,Classic,Tomato|Cheese,Margherita Pizza
2587,4738,pepperoni_m,2,05-01-2024,18:48:00,12,24,M,Classic,Pepperoni|Cheese,Pepperoni Pizza
2588,4738,hawaiian_l,1,05-01-2024,18:48:00,15,15,L,Classic,Ham|Pineapple,Hawaiian Pizza
2589,4738,margherita_m,1,05-01-2024,18:48:00,12,12,M,Classic,Tomato|Cheese,Margherita Pizza
2590,4738,margherita_m,1,05-01-2024,18:48:00,12,12,M,Classic,Tomato|Cheese,Margherita Pizza
2591,4738,hawaiian_m,3,05-01-2024,18:48:00,12,36,M,Classic,Ham|Pineapple,Hawaiian Pizza
2592,4739,pepperoni_s,2,17-01-2024,11:41:00,9,18,S,Classic,Pepperoni|Cheese,Pepperoni Pizza
2593,4739,bbq_ckn_m,2,17-01-2024,11:41:00,14,28,M,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
2594,4739,bbq_ckn_m,1,17-01-2024,11:41:00,14,14,M,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
2595,4740,margherita_m,1,26-01-2024,13:25:00,12,12,M,Classic,Tomato|Cheese,Margherita Pizza
2596,4740,bbq_ckn_m,1,26-01-2024,13:25:00,14,14,M,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
2597,4741,hawaiian_l,2,01-01-2024,19:20:00,15,30,L,Classic,Ham|Pineapple,Hawaiian Pizza
2598,4741,hawaiian_s,2,01-01-2024,19:20:00,9,18,S,Classic,Ham|Pineapple,Hawaiian Pizza
2599,4742,margherita_m,2,10-01-2024,20:46:00,12,24,M,Classic,Tomato|Cheese,Margherita Pizza
2600,4742,veggie_m,3,10-01-2024,20:46:00,12,36,M,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2601,4742,margherita_s,1,10-01-2024,20:46:00,9,9,S,Classic,Tomato|Cheese,Margherita Pizza
2602,4742,margherita_l,2,10-01-2024,20:46:00,15,30,L,Classic,Tomato|Cheese,Margherita Pizza
2603,4743,bbq_ckn_s,3,05-01-2024,18:39:00,11,33,S,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
2604,4743,margherita_m,2,05-01-2024,18:39:00,12,24,M,Classic,Tomato|Cheese,Margherita Pizza
2605,4743,pepperoni_m,2,05-01-2024,18:39:00,12,24,M,Classic,Pepperoni|Cheese,Pepperoni Pizza
2606,4743,margherita_s,3,05-01-2024,18:39:00,9,27,S,Classic,Tomato|Cheese,Margherita Pizza
2607,4744,hawaiian_s,3,21-01-2024,15:44:00,9,27,S,Classic,Ham|Pineapple,Hawaiian Pizza
2608,4744,hawaiian_l,3,21-01-2024,15:44:00,15,45,L,Classic,Ham|Pineapple,Hawaiian Pizza
2609,4744,bbq_ckn_l,3,21-01-2024,15:44:00,17,51,L,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
2610,4744,hawaiian_l,3,21-01-2024,15:44:00,15,45,L,Classic,Ham|Pineapple,Hawaiian Pizza
2611,4745,margherita_l,3,31-01-2024,14:17:00,15,45,L,Classic,Tomato|Cheese,Margherita Pizza
2612,4746,pepperoni_m,3,17-01-2024,20:43:00,12,36,M,Classic,Pepperoni|Cheese,Pepperoni Pizza
2613,4747,margherita_s,1,22-01-2024,13:03:00,9,9,S,Classic,Tomato|Cheese,Margherita Pizza
2614,4748,margherita_m,1,08-01-2024,14:30:00,12,12,M,Classic,Tomato|Cheese,Margherita Pizza
2615,4748,margherita_l,2,08-01-2024,14:30:00,15,30,L,Classic,Tomato|Cheese,Margherita Pizza
2616,4748,veggie_l,1,08-01-2024,14:30:00,15,15,L,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2617,4749,veggie_s,2,11-01-2024,11:23:00,9,18,S,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2618,4749,hawaiian_l,2,11-01-2024,11:23:00,15,30,L,Classic,Ham|Pineapple,Hawaiian Pizza
2619,4749,veggie_m,1,11-01-2024,11:23:00,12,12,M,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2620,4749,hawaiian_s,3,11-01-2024,11:23:00,9,27,S,Classic,Ham|Pineapple,Hawaiian Pizza
2621,4750,pepperoni_m,1,05-01-2024,15:52:00,12,12,M,Classic,Pepperoni|Cheese,Pepperoni Pizza
2622,4750,pepperoni_m,2,05-01-2024,15:52:00,12,24,M,Classic,Pepperoni|Cheese,Pepperoni Pizza
2623,4751,margherita_m,1,02-01-2024,13:53:00,12,12,M,Classic,Tomato|Cheese,Margherita Pizza
2624,4751,hawaiian_l,1,02-01-2024,13:53:00,15,15,L,Classic,Ham|Pineapple,Hawaiian Pizza
2625,4751,bbq_ckn_m,1,02-01-2024,13:53:00,14,14,M,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
2626,4751,bbq_ckn_s,2,02-01-2024,13:53:00,11,22,S,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
2627,4751,bbq_ckn_m,2,02-01-2024,13:53:00,14,28,M,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
2628,4751,hawaiian_s,1,02-01-2024,13:53:00,9,9,S,Classic,Ham|Pineapple,Hawaiian Pizza
2629,4752,veggie_l,3,08-01-2024,21:00:00,15,45,L,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2630,4752,veggie_s,2,08-01-2024,21:00:00,9,18,S,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2631,4753,margherita_m,1,15-01-2024,16:25:00,12,12,M,Classic,Tomato|Cheese,Margherita Pizza
2632,4754,pepperoni_s,2,14-01-2024,11:29:00,9,18,S,Classic,Pepperoni|Cheese,Pepperoni Pizza
2633,4754,margherita_l,3,14-01-2024,11:29:00,15,45,L,Classic,Tomato|Cheese,Margherita Pizza
2634,4754,hawaiian_s,3,14-01-2024,11:29:00,9,27,S,Classic,Ham|Pineapple,Hawaiian Pizza
2635,4754,pepperoni_m,3,14-01-2024,11:29:00,12,36,M,Classic,Pepperoni|Cheese,Pepperoni Pizza
2636,4755,margherita_s,1,03-01-2024,18:36:00,9,9,S,Classic,Tomato|Cheese,Margherita Pizza
2637,4755,bbq_ckn_l,1,03-01-2024,18:36:00,17,17,L,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
2638,4755,pepperoni_l,2,03-01-2024,18:36:00,15,30,L,Classic,Pepperoni|Cheese,Pepperoni Pizza
2639,4755,margherita_m,1,03-01-2024,18:36:00,12,12,M,Classic,Tomato|Cheese,Margherita Pizza
2640,4756,margherita_m,3,31-01-2024,18:55:00,12,36,M,Classic,Tomato|Cheese,Margherita Pizza
2641,4757,veggie_m,3,02-01-2024,11:00:00,12,36,M,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2642,4757,bbq_ckn_l,2,02-01-2024,11:00:00,17,34,L,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
2643,4758,margherita_m,1,19-01-2024,14:37:00,12,12,M,Classic,Tomato|Cheese,Margherita Pizza
2644,4758,pepperoni_l,3,19-01-2024,14:37:00,15,45,L,Classic,Pepperoni|Cheese,Pepperoni Pizza
2645,4758,margherita_s,2,19-01-2024,14:37:00,9,18,S,Classic,Tomato|Cheese,Margherita Pizza
2646,4759,hawaiian_s,3,23-01-2024,17:44:00,9,27,S,Classic,Ham|Pineapple,Hawaiian Pizza
2647,4760,veggie_s,3,29-01-2024,15:46:00,9,27,S,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2648,4760,margherita_m,3,29-01-2024,15:46:00,12,36,M,Classic,Tomato|Cheese,Margherita Pizza
2649,4760,bbq_ckn_l,2,29-01-2024,15:46:00,17,34,L,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
2650,4760,veggie_m,1,29-01-2024,15:46:00,12,12,M,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2651,4760,bbq_ckn_m,1,29-01-2024,15:46:00,14,14,M,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
2652,4761,pepperoni_l,1,01-01-2024,16:36:00,15,15,L,Classic,Pepperoni|Cheese,Pepperoni Pizza
2653,4761,margherita_m,1,01-01-2024,16:36:00,12,12,M,Classic,Tomato|Cheese,Margherita Pizza
2654,4761,hawaiian_l,1,01-01-2024,16:36:00,15,15,L,Classic,Ham|Pineapple,Hawaiian Pizza
2655,4761,veggie_l,3,01-01-2024,16:36:00,15,45,L,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2656,4762,veggie_l,1,25-01-2024,19:20:00,15,15,L,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2657,4762,hawaiian_l,1,25-01-2024,19:20:00,15,15,L,Classic,Ham|Pineapple,Hawaiian Pizza
2658,4762,veggie_l,1,25-01-2024,19:20:00,15,15,L,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2659,4762,bbq_ckn_m,3,25-01-2024,19:20:00,14,42,M,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
2660,4762,bbq_ckn_m,1,25-01-2024,19:20:00,14,14,M,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
2661,4762,hawaiian_s,2,25-01-2024,19:20:00,9,18,S,Classic,Ham|Pineapple,Hawaiian Pizza
2662,4763,hawaiian_s,3,15-01-2024,14:17:00,9,27,S,Classic,Ham|Pineapple,Hawaiian Pizza
2663,4763,hawaiian_m,3,15-01-2024,14:17:00,12,36,M,Classic,Ham|Pineapple,Hawaiian Pizza
2664,4763,bbq_ckn_s,1,15-01-2024,14:17:00,11,11,S,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
2665,4764,pepperoni_s,2,26-01-2024,16:10:00,9,18,S,Classic,Pepperoni|Cheese,Pepperoni Pizza
2666,4764,bbq_ckn_s,2,26-01-2024,16:10:00,11,22,S,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
2667,4764,veggie_l,3,26-01-2024,16:10:00,15,45,L,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2668,4764,margherita_s,1,26-01-2024,16:10:00,9,9,S,Classic,Tomato|Cheese,Margherita Pizza
2669,4764,pepperoni_l,2,26-01-2024,16:10:00,15,30,L,Classic,Pepperoni|Cheese,Pepperoni Pizza
2670,4765,margherita_m,1,19-01-2024,15:44:00,12,12,M,Classic,Tomato|Cheese,Margherita Pizza
2671,4766,margherita_l,3,22-01-2024,14:18:00,15,45,L,Classic,Tomato|Cheese,Margherita Pizza
2672,4766,margherita_l,1,22-01-2024,14:18:00,15,15,L,Classic,Tomato|Cheese,Margherita Pizza
2673,4766,hawaiian_l,1,22-01-2024,14:18:00,15,15,L,Classic,Ham|Pineapple,Hawaiian Pizza
2674,4766,hawaiian_s,2,22-01-2024,14:18:00,9,18,S,Classic,Ham|Pineapple,Hawaiian Pizza
2675,4766,margherita_s,3,22-01-2024,14:18:00,9,27,S,Classic,Tomato|Cheese,Margherita Pizza
2676,4767,hawaiian_l,3,07-01-2024,15:40:00,15,45,L,Classic,Ham|Pineapple,Hawaiian Pizza
2677,4767,margherita_l,2,07-01-2024,15:40:00,15,30,L,Classic,Tomato|Cheese,Margherita Pizza
2678,4767,margherita_m,1,07-01-2024,15:40:00,12,12,M,Classic,Tomato|Cheese,Margherita Pizza
2679,4767,veggie_l,3,07-01-2024,15:40:00,15,45,L,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2680,4767,hawaiian_m,2,07-01-2024,15:40:00,12,24,M,Classic,Ham|Pineapple,Hawaiian Pizza
2681,4767,veggie_m,1,07-01-2024,15:40:00,12,12,M,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2682,4768,veggie_m,3,15-01-2024,19:50:00,12,36,M,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2683,4768,hawaiian_l,1,15-01-2024,19:50:00,15,15,L,Classic,Ham|Pineapple,Hawaiian Pizza
2684,4768,hawaiian_m,2,15-01-2024,19:50:00,12,24,M,Classic,Ham|Pineapple,Hawaiian Pizza
2685,4768,margherita_m,2,15-01-2024,19:50:00,12,24,M,Classic,Tomato|Cheese,Margherita Pizza
2686,4768,hawaiian_m,1,15-01-2024,19:50:00,12,12,M,Classic,Ham|Pineapple,Hawaiian Pizza
2687,4768,bbq_ckn_s,3,15-01-2024,19:50:00,11,33,S,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
2688,4769,veggie_s,1,23-01-2024,14:51:00,9,9,S,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2689,4770,bbq_ckn_s,3,11-01-2024,13:48:00,11,33,S,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
2690,4770,hawaiian_s,2,11-01-2024,13:48:00,9,18,S,Classic,Ham|Pineapple,Hawaiian Pizza
2691,4771,bbq_ckn_m,1,19-01-2024,11:24:00,14,14,M,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
2692,4771,hawaiian_m,1,19-01-2024,11:24:00,12,12,M,Classic,Ham|Pineapple,Hawaiian Pizza
2693,4771,bbq_ckn_s,2,19-01-2024,11:24:00,11,22,S,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
2694,4771,margherita_s,1,19-01-2024,11:24:00,9,9,S,Classic,Tomato|Cheese,Margherita Pizza
2695,4772,hawaiian_l,2,25-01-2024,18:29:00,15,30,L,Classic,Ham|Pineapple,Hawaiian Pizza
2696,4772,margherita_s,1,25-01-2024,18:29:00,9,9,S,Classic,Tomato|Cheese,Margherita Pizza
2697,4772,hawaiian_s,2,25-01-2024,18:29:00,9,18,S,Classic,Ham|Pineapple,Hawaiian Pizza
2698,4772,bbq_ckn_l,1,25-01-2024,18:29:00,17,17,L,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
2699,4772,pepperoni_s,2,25-01-2024,18:29:00,9,18,S,Classic,Pepperoni|Cheese,Pepperoni Pizza
2700,4773,veggie_s,1,20-01-2024,16:08:00,9,9,S,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2701,4774,hawaiian_m,2,18-01-2024,11:57:00,12,24,M,Classic,Ham|Pineapple,Hawaiian Pizza
2702,4774,veggie_s,3,18-01-2024,11:57:00,9,27,S,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2703,4774,veggie_s,3,18-01-2024,11:57:00,9,27,S,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2704,4774,margherita_s,2,18-01-2024,11:57:00,9,18,S,Classic,Tomato|Cheese,Margherita Pizza
2705,4774,veggie_m,2,18-01-2024,11:57:00,12,24,M,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2706,4774,margherita_l,1,18-01-2024,11:57:00,15,15,L,Classic,Tomato|Cheese,Margherita Pizza
2707,4775,margherita_m,3,15-01-2024,11:26:00,12,36,M,Classic,Tomato|Cheese,Margherita Pizza
2708,4775,pepperoni_s,1,15-01-2024,11:26:00,9,9,S,Classic,Pepperoni|Cheese,Pepperoni Pizza
2709,4775,hawaiian_l,3,15-01-2024,11:26:00,15,45,L,Classic,Ham|Pineapple,Hawaiian Pizza
2710,4776,margherita_s,3,29-01-2024,14:18:00,9,27,S,Classic,Tomato|Cheese,Margherita Pizza
2711,4777,veggie_m,3,12-01-2024,15:22:00,12,36,M,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
2712,4777,margherita_m,1,12-01-2024,15:22:00,12,12,M,Classic,Tomato|Cheese,Margherita Pizza
2713,4777,pepperoni_s,1,12-01-2024,15:22:00,9,9,S,Classic,Pepperoni|Cheese,Pepperoni Pizza
2714,4777,hawaiian_s,2,12-01-2024,15:22:00,9,18,S,Classic,Ham|Pineapple,Hawaiian Pizza
2715,4777,margherita_m,3,12-01-2024,15:22:00,12,36,M,Classic,Tomato|Cheese,Margherita Pizza
2716,4778,margherita_l,1,10-01-2024,17:06:00,15,15,L,Classic,Tomato|Cheese,Margherita Pizza
2717,4778,pepperoni_m,2,10-01-2024,17:06:00,12,24,M,Classic,Pepperoni|Cheese,Pepperoni Pizza
2718,4778,margherita_m,2,10-01-2024,17:06:00,12,24,M,Classic,Tomato|Cheese,Margherita Pizza
2719,4778,bbq_ckn_s,3,10-01-2024,17:06:00,11,33,S,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
